invoice_id,customer_id,date,due_date,total,amount_paid,status
INV006871,CUST0300,2023-02-05,2023-03-07,48253.08,48253.08,Paid
INV006868,CUST0297,2023-02-05,2023-03-07,15584.36,15584.36,Paid
INV006858,CUST0271,2023-02-05,2023-03-07,20585.73,20585.73,Paid
INV006808,CUST0159,2023-02-05,2023-03-07,26829.69,0.0,Overdue
INV006820,CUST0182,2023-02-05,2023-03-07,41275.5,41275.5,Paid
INV006809,CUST0160,2023-02-05,2023-03-07,39012.56,39012.56,Paid
INV006801,CUST0134,2023-02-05,2023-03-07,37721.61,37721.61,Paid
INV006769,CUST0045,2023-02-05,2023-03-07,13479.39,13479.39,Paid
INV006797,CUST0126,2023-02-05,2023-03-07,41459.47,41459.47,Paid
INV006791,CUST0105,2023-02-05,2023-03-07,50183.8,50183.8,Paid
INV006838,CUST0224,2023-02-05,2023-03-07,23310.87,23310.87,Paid
INV006776,CUST0065,2023-02-05,2023-03-07,45113.02,45113.02,Paid
INV006841,CUST0231,2023-02-05,2023-03-07,21111.24,21111.24,Paid
INV006846,CUST0239,2023-02-05,2023-03-07,31163.25,31163.25,Paid
INV006771,CUST0053,2023-02-05,2023-03-07,42545.0,42545.0,Paid
INV006850,CUST0255,2023-02-05,2023-03-07,33752.67,33752.67,Paid
INV006853,CUST0259,2023-02-05,2023-03-07,32819.76,32819.76,Paid
INV006840,CUST0227,2023-02-05,2023-03-07,46344.73,46344.73,Paid
INV006964,CUST0224,2023-02-06,2023-03-08,21161.9,21161.9,Paid
INV006980,CUST0260,2023-02-06,2023-03-08,10776.04,10776.04,Paid
INV006965,CUST0225,2023-02-06,2023-03-08,50850.5,50850.5,Paid
INV006876,CUST0007,2023-02-06,2023-03-08,46029.57,46029.57,Paid
INV006972,CUST0241,2023-02-06,2023-03-08,42604.54,42604.54,Paid
INV006973,CUST0242,2023-02-06,2023-03-08,37497.25,37497.25,Paid
INV006992,CUST0284,2023-02-06,2023-03-08,50855.06,50855.06,Paid
INV006997,CUST0292,2023-02-06,2023-03-08,24719.05,24719.05,Paid
INV006889,CUST0036,2023-02-06,2023-03-08,49104.44,49104.44,Paid
INV006884,CUST0026,2023-02-06,2023-03-08,39366.55,39366.55,Paid
INV006916,CUST0099,2023-02-06,2023-03-08,57740.44,57740.44,Paid
INV006963,CUST0223,2023-02-06,2023-03-08,48426.9,48426.9,Paid
INV006958,CUST0205,2023-02-06,2023-03-08,65007.9,65007.9,Paid
INV006950,CUST0174,2023-02-06,2023-03-08,48079.2,48079.2,Paid
INV006912,CUST0087,2023-02-06,2023-03-08,35698.77,18385.86,Partially Paid
INV006943,CUST0154,2023-02-06,2023-03-08,38300.07,38300.07,Paid
INV006896,CUST0053,2023-02-06,2023-03-08,38866.74,38866.74,Paid
INV006875,CUST0006,2023-02-06,2023-03-08,41392.7,41392.7,Paid
INV006944,CUST0161,2023-02-06,2023-03-08,29630.9,29630.9,Paid
INV006998,CUST0295,2023-02-06,2023-03-08,16776.18,16776.18,Paid
INV006908,CUST0081,2023-02-07,2023-03-09,42867.59,42867.59,Paid
INV006907,CUST0078,2023-02-07,2023-03-09,13642.27,13642.27,Paid
INV006939,CUST0147,2023-02-07,2023-03-09,33739.24,33739.24,Paid
INV006918,CUST0102,2023-02-07,2023-03-09,41620.87,41620.87,Paid
INV006932,CUST0130,2023-02-07,2023-03-09,47413.65,47413.65,Paid
INV006942,CUST0153,2023-02-07,2023-03-09,27670.48,27670.48,Paid
INV006946,CUST0168,2023-02-07,2023-03-09,39332.13,39332.13,Paid
INV006974,CUST0244,2023-02-07,2023-03-09,44848.72,44848.72,Paid
INV006904,CUST0073,2023-02-07,2023-03-09,35551.69,35551.69,Paid
INV006951,CUST0177,2023-02-07,2023-03-09,48895.49,48895.49,Paid
INV006991,CUST0283,2023-02-07,2023-03-09,49635.11,49635.11,Paid
INV006987,CUST0274,2023-02-07,2023-03-09,37161.3,37161.3,Paid
INV006886,CUST0029,2023-02-07,2023-03-09,41827.2,41827.2,Paid
INV006900,CUST0065,2023-02-07,2023-03-09,42104.13,42104.13,Paid
INV006899,CUST0061,2023-02-07,2023-03-09,35918.13,35918.13,Paid
INV006887,CUST0031,2023-02-07,2023-03-09,26349.13,26349.13,Paid
INV006891,CUST0040,2023-02-07,2023-03-09,42360.5,42360.5,Paid
INV006881,CUST0017,2023-02-07,2023-03-09,34521.25,34521.25,Paid
INV006930,CUST0126,2023-02-08,2023-03-10,37172.16,37172.16,Paid
INV006938,CUST0142,2023-02-08,2023-03-10,66421.99,66421.99,Paid
INV006985,CUST0271,2023-02-08,2023-03-10,20531.19,20531.19,Paid
INV006926,CUST0121,2023-02-08,2023-03-10,31694.98,31694.98,Paid
INV006925,CUST0120,2023-02-08,2023-03-10,34078.55,34078.55,Paid
INV006955,CUST0194,2023-02-08,2023-03-10,23480.18,23480.18,Paid
INV006878,CUST0010,2023-02-08,2023-03-10,28019.32,28019.32,Paid
INV006993,CUST0286,2023-02-08,2023-03-10,33556.9,33556.9,Paid
INV006927,CUST0122,2023-02-08,2023-03-10,28210.18,28210.18,Paid
INV006895,CUST0051,2023-02-08,2023-03-10,25858.62,25858.62,Paid
INV006913,CUST0095,2023-02-08,2023-03-10,62288.49,62288.49,Paid
INV006898,CUST0055,2023-02-08,2023-03-10,49225.01,49225.01,Paid
INV006873,CUST0002,2023-02-08,2023-03-10,32387.57,32387.57,Paid
INV006947,CUST0169,2023-02-08,2023-03-10,34841.25,34841.25,Paid
INV006982,CUST0264,2023-02-08,2023-03-10,25641.85,25641.85,Paid
INV006952,CUST0181,2023-02-08,2023-03-10,54511.66,54511.66,Paid
INV006877,CUST0009,2023-02-08,2023-03-10,35718.53,30909.8,Partially Paid
INV006999,CUST0296,2023-02-08,2023-03-10,53044.12,53044.12,Paid
INV006874,CUST0003,2023-02-09,2023-03-11,46417.05,46417.05,Paid
INV006945,CUST0166,2023-02-09,2023-03-11,40330.18,40330.18,Paid
INV006940,CUST0150,2023-02-09,2023-03-11,17933.25,0.0,Overdue
INV007001,CUST0301,2023-02-09,2023-03-11,26243.47,26243.47,Paid
INV006954,CUST0192,2023-02-09,2023-03-11,29123.3,29123.3,Paid
INV006937,CUST0141,2023-02-09,2023-03-11,30756.49,30756.49,Paid
INV006984,CUST0266,2023-02-09,2023-03-11,41106.23,41106.23,Paid
INV006933,CUST0131,2023-02-09,2023-03-11,31768.59,31768.59,Paid
INV006931,CUST0127,2023-02-09,2023-03-11,37835.31,37835.31,Paid
INV006928,CUST0123,2023-02-09,2023-03-11,29467.99,29467.99,Paid
INV006969,CUST0230,2023-02-09,2023-03-11,50131.77,50131.77,Paid
INV006990,CUST0280,2023-02-09,2023-03-11,52221.53,52221.53,Paid
INV006978,CUST0257,2023-02-09,2023-03-11,78317.06,78317.06,Paid
INV006897,CUST0054,2023-02-09,2023-03-11,37864.58,37864.58,Paid
INV006910,CUST0084,2023-02-09,2023-03-11,56961.76,56961.76,Paid
INV006909,CUST0083,2023-02-09,2023-03-11,43596.32,43596.32,Paid
INV006905,CUST0074,2023-02-09,2023-03-11,8759.69,8759.69,Paid
INV006879,CUST0013,2023-02-09,2023-03-11,37476.13,37476.13,Paid
INV006994,CUST0287,2023-02-10,2023-03-12,54804.07,54804.07,Paid
INV006970,CUST0235,2023-02-10,2023-03-12,41921.91,41921.91,Paid
INV006971,CUST0240,2023-02-10,2023-03-12,36127.37,36127.37,Paid
INV006981,CUST0263,2023-02-10,2023-03-12,43719.21,43719.21,Paid
INV006962,CUST0221,2023-02-10,2023-03-12,20431.69,20431.69,Paid
INV006960,CUST0218,2023-02-10,2023-03-12,41773.0,41773.0,Paid
INV006922,CUST0112,2023-02-10,2023-03-12,35676.05,35676.05,Paid
INV006920,CUST0105,2023-02-10,2023-03-12,67225.6,67225.6,Paid
INV006921,CUST0106,2023-02-10,2023-03-12,42052.09,42052.09,Paid
INV006890,CUST0039,2023-02-10,2023-03-12,16195.51,16195.51,Paid
INV006923,CUST0115,2023-02-10,2023-03-12,36074.58,36074.58,Paid
INV006892,CUST0042,2023-02-10,2023-03-12,53333.47,53333.47,Paid
INV006924,CUST0119,2023-02-10,2023-03-12,34066.16,34066.16,Paid
INV006929,CUST0125,2023-02-10,2023-03-12,68728.82,68728.82,Paid
INV006914,CUST0097,2023-02-10,2023-03-12,31437.2,20872.07,Partially Paid
INV006934,CUST0134,2023-02-10,2023-03-12,45370.23,45370.23,Paid
INV006906,CUST0077,2023-02-10,2023-03-12,20180.28,20180.28,Paid
INV006902,CUST0069,2023-02-10,2023-03-12,37518.09,37518.09,Paid
INV006941,CUST0151,2023-02-10,2023-03-12,36371.11,36371.11,Paid
INV006948,CUST0170,2023-02-10,2023-03-12,29240.93,29240.93,Paid
INV006893,CUST0046,2023-02-10,2023-03-12,40385.43,40385.43,Paid
INV006888,CUST0034,2023-02-10,2023-03-12,34556.39,34556.39,Paid
INV006975,CUST0253,2023-02-11,2023-03-13,38942.87,38942.87,Paid
INV006894,CUST0049,2023-02-11,2023-03-13,34790.9,34790.9,Paid
INV006979,CUST0258,2023-02-11,2023-03-13,44908.46,44908.46,Paid
INV006903,CUST0070,2023-02-11,2023-03-13,67035.75,67035.75,Paid
INV006977,CUST0255,2023-02-11,2023-03-13,34681.3,34681.3,Paid
INV006986,CUST0273,2023-02-11,2023-03-13,23335.49,23335.49,Paid
INV006988,CUST0276,2023-02-11,2023-03-13,20869.81,20869.81,Paid
INV006901,CUST0067,2023-02-11,2023-03-13,45139.68,33183.08,Partially Paid
INV006966,CUST0227,2023-02-11,2023-03-13,46906.57,46906.57,Paid
INV006961,CUST0220,2023-02-11,2023-03-13,40520.39,40520.39,Paid
INV006936,CUST0137,2023-02-11,2023-03-13,35575.99,35575.99,Paid
INV006957,CUST0201,2023-02-11,2023-03-13,53816.94,53816.94,Paid
INV006995,CUST0290,2023-02-11,2023-03-13,40122.29,40122.29,Paid
INV006996,CUST0291,2023-02-12,2023-03-14,16328.2,16328.2,Paid
INV006885,CUST0028,2023-02-12,2023-03-14,35726.95,35726.95,Paid
INV006882,CUST0023,2023-02-12,2023-03-14,44273.09,44273.09,Paid
INV007000,CUST0298,2023-02-12,2023-03-14,38795.16,38795.16,Paid
INV006880,CUST0016,2023-02-12,2023-03-14,45987.52,45987.52,Paid
INV006949,CUST0173,2023-02-12,2023-03-14,46015.97,46015.97,Paid
INV006953,CUST0185,2023-02-12,2023-03-14,49242.36,49242.36,Paid
INV006883,CUST0025,2023-02-12,2023-03-14,7151.19,7151.19,Paid
INV006983,CUST0265,2023-02-12,2023-03-14,21895.4,21895.4,Paid
INV006956,CUST0195,2023-02-12,2023-03-14,50799.75,50799.75,Paid
INV006959,CUST0217,2023-02-12,2023-03-14,68347.45,68347.45,Paid
INV006935,CUST0135,2023-02-12,2023-03-14,23118.87,23118.87,Paid
INV006967,CUST0228,2023-02-12,2023-03-14,69890.15,69890.15,Paid
INV006968,CUST0229,2023-02-12,2023-03-14,27939.0,27939.0,Paid
INV006989,CUST0277,2023-02-12,2023-03-14,40360.21,40360.21,Paid
INV006917,CUST0101,2023-02-12,2023-03-14,42804.26,42804.26,Paid
INV006976,CUST0254,2023-02-12,2023-03-14,37487.82,37487.82,Paid
INV006915,CUST0098,2023-02-12,2023-03-14,48531.37,48531.37,Paid
INV006911,CUST0085,2023-02-12,2023-03-14,35693.05,35693.05,Paid
INV006919,CUST0103,2023-02-12,2023-03-14,56262.05,56262.05,Paid
INV007025,CUST0053,2023-02-13,2023-03-15,44335.11,44335.11,Paid
INV007084,CUST0208,2023-02-13,2023-03-15,43579.28,43579.28,Paid
INV007023,CUST0048,2023-02-13,2023-03-15,31537.82,31537.82,Paid
INV007077,CUST0193,2023-02-13,2023-03-15,35448.68,35448.68,Paid
INV007075,CUST0187,2023-02-13,2023-03-15,49622.04,49622.04,Paid
INV007062,CUST0154,2023-02-13,2023-03-15,36928.26,36928.26,Paid
INV007029,CUST0078,2023-02-13,2023-03-15,14452.98,14452.98,Paid
INV007069,CUST0168,2023-02-13,2023-03-15,45930.71,45930.71,Paid
INV007016,CUST0030,2023-02-13,2023-03-15,31816.83,31816.83,Paid
INV007037,CUST0092,2023-02-13,2023-03-15,48936.78,48936.78,Paid
INV007051,CUST0126,2023-02-13,2023-03-15,40757.93,40757.93,Paid
INV007074,CUST0183,2023-02-13,2023-03-15,43899.29,43899.29,Paid
INV007015,CUST0028,2023-02-13,2023-03-15,44157.91,44157.91,Paid
INV007045,CUST0114,2023-02-13,2023-03-15,28081.86,28081.86,Paid
INV007096,CUST0234,2023-02-13,2023-03-15,36538.98,36538.98,Paid
INV007115,CUST0275,2023-02-13,2023-03-15,17453.61,17453.61,Paid
INV007111,CUST0268,2023-02-13,2023-03-15,51282.71,51282.71,Paid
INV007003,CUST0003,2023-02-13,2023-03-15,49544.03,49544.03,Paid
INV007005,CUST0006,2023-02-13,2023-03-15,41429.25,41429.25,Paid
INV007108,CUST0262,2023-02-13,2023-03-15,41489.39,41489.39,Paid
INV007106,CUST0256,2023-02-13,2023-03-15,19190.53,19190.53,Paid
INV007126,CUST0301,2023-02-13,2023-03-15,30986.95,30986.95,Paid
INV007103,CUST0244,2023-02-13,2023-03-15,39867.12,39867.12,Paid
INV007105,CUST0253,2023-02-13,2023-03-15,46008.03,46008.03,Paid
INV007120,CUST0285,2023-02-14,2023-03-16,26858.47,26858.47,Paid
INV007049,CUST0122,2023-02-14,2023-03-16,28214.06,28214.06,Paid
INV007048,CUST0121,2023-02-14,2023-03-16,29300.17,29300.17,Paid
INV007054,CUST0133,2023-02-14,2023-03-16,14457.69,14457.69,Paid
INV007056,CUST0135,2023-02-14,2023-03-16,26079.2,26079.2,Paid
INV007057,CUST0137,2023-02-14,2023-03-16,33947.2,33947.2,Paid
INV007099,CUST0239,2023-02-14,2023-03-16,30284.46,30284.46,Paid
INV007058,CUST0141,2023-02-14,2023-03-16,29562.97,29562.97,Paid
INV007060,CUST0149,2023-02-14,2023-03-16,44672.23,44672.23,Paid
INV007089,CUST0217,2023-02-14,2023-03-16,53712.62,53712.62,Paid
INV007063,CUST0160,2023-02-14,2023-03-16,43274.71,43274.71,Paid
INV007066,CUST0165,2023-02-14,2023-03-16,30114.86,30114.86,Paid
INV007095,CUST0229,2023-02-14,2023-03-16,31940.02,31940.02,Paid
INV007072,CUST0181,2023-02-14,2023-03-16,50201.67,50201.67,Paid
INV007109,CUST0263,2023-02-14,2023-03-16,46132.57,46132.57,Paid
INV007083,CUST0207,2023-02-14,2023-03-16,22791.77,22791.77,Paid
INV007116,CUST0278,2023-02-14,2023-03-16,47791.61,47791.61,Paid
INV007118,CUST0283,2023-02-14,2023-03-16,54981.56,54981.56,Paid
INV007091,CUST0221,2023-02-14,2023-03-16,22005.62,22005.62,Paid
INV007033,CUST0085,2023-02-14,2023-03-16,42116.24,42116.24,Paid
INV007013,CUST0023,2023-02-14,2023-03-16,40060.21,40060.21,Paid
INV007019,CUST0038,2023-02-14,2023-03-16,66594.69,66594.69,Paid
INV007027,CUST0067,2023-02-14,2023-03-16,48387.55,48387.55,Paid
INV007028,CUST0072,2023-02-14,2023-03-16,37485.35,37485.35,Paid
INV007038,CUST0094,2023-02-14,2023-03-16,45819.5,45819.5,Paid
INV007036,CUST0089,2023-02-14,2023-03-16,53389.2,53389.2,Paid
INV007017,CUST0032,2023-02-15,2023-03-17,30011.41,30011.41,Paid
INV007021,CUST0044,2023-02-15,2023-03-17,26465.82,26465.82,Paid
INV007070,CUST0172,2023-02-15,2023-03-17,38460.73,38460.73,Paid
INV007009,CUST0012,2023-02-15,2023-03-17,16862.33,16862.33,Paid
INV007067,CUST0166,2023-02-15,2023-03-17,46871.57,46871.57,Paid
INV007008,CUST0010,2023-02-15,2023-03-17,30449.22,30449.22,Paid
INV007034,CUST0086,2023-02-15,2023-03-17,11101.71,11101.71,Paid
INV007071,CUST0175,2023-02-15,2023-03-17,35119.69,35119.69,Paid
INV007042,CUST0105,2023-02-15,2023-03-17,64424.87,64424.87,Paid
INV007035,CUST0087,2023-02-16,2023-03-18,37652.96,37652.96,Paid
INV007125,CUST0300,2023-02-16,2023-03-18,53024.74,53024.74,Paid
INV007039,CUST0099,2023-02-16,2023-03-18,56135.03,56135.03,Paid
INV007122,CUST0289,2023-02-16,2023-03-18,22180.06,22180.06,Paid
INV007064,CUST0161,2023-02-16,2023-03-18,34224.89,34224.89,Paid
INV007065,CUST0164,2023-02-16,2023-03-18,37336.02,37336.02,Paid
INV007055,CUST0134,2023-02-16,2023-03-18,45155.63,45155.63,Paid
INV007098,CUST0238,2023-02-16,2023-03-18,24880.63,24880.63,Paid
INV007092,CUST0223,2023-02-16,2023-03-18,47426.9,47426.9,Paid
INV007011,CUST0016,2023-02-16,2023-03-18,48122.9,24521.46,Partially Paid
INV007012,CUST0020,2023-02-16,2023-03-18,45755.76,45755.76,Paid
INV007026,CUST0063,2023-02-16,2023-03-18,21328.05,21328.05,Paid
INV007082,CUST0201,2023-02-17,2023-03-19,61995.69,61995.69,Paid
INV007090,CUST0220,2023-02-17,2023-03-19,46183.36,46183.36,Paid
INV007043,CUST0106,2023-02-17,2023-03-19,37780.01,37780.01,Paid
INV007018,CUST0035,2023-02-17,2023-03-19,28516.78,28516.78,Paid
INV007047,CUST0117,2023-02-17,2023-03-19,40276.15,40276.15,Paid
INV007094,CUST0228,2023-02-17,2023-03-19,67087.67,67087.67,Paid
INV007086,CUST0211,2023-02-17,2023-03-19,33955.1,33955.1,Paid
INV007081,CUST0200,2023-02-17,2023-03-19,36254.7,36254.7,Paid
INV007078,CUST0195,2023-02-17,2023-03-19,48043.77,48043.77,Paid
INV007024,CUST0051,2023-02-17,2023-03-19,26242.03,26242.03,Paid
INV007076,CUST0191,2023-02-17,2023-03-19,27356.45,27356.45,Paid
INV007110,CUST0265,2023-02-17,2023-03-19,24798.82,24798.82,Paid
INV007006,CUST0007,2023-02-17,2023-03-19,44431.35,44431.35,Paid
INV007010,CUST0013,2023-02-17,2023-03-19,32796.74,32796.74,Paid
INV007053,CUST0128,2023-02-17,2023-03-19,33772.74,33772.74,Paid
INV007040,CUST0102,2023-02-17,2023-03-19,48251.09,48251.09,Paid
INV007032,CUST0084,2023-02-17,2023-03-19,50749.18,50749.18,Paid
INV007102,CUST0242,2023-02-17,2023-03-19,37081.69,37081.69,Paid
INV007022,CUST0045,2023-02-17,2023-03-19,11437.01,11437.01,Paid
INV007101,CUST0241,2023-02-18,2023-03-20,44733.45,44733.45,Paid
INV007100,CUST0240,2023-02-18,2023-03-20,39344.51,39344.51,Paid
INV007002,CUST0001,2023-02-18,2023-03-20,39748.35,39748.35,Paid
INV007104,CUST0247,2023-02-18,2023-03-20,22589.87,22589.87,Paid
INV007097,CUST0235,2023-02-18,2023-03-20,42557.24,42557.24,Paid
INV007123,CUST0290,2023-02-18,2023-03-20,45126.34,45126.34,Paid
INV007093,CUST0227,2023-02-18,2023-03-20,48018.59,48018.59,Paid
INV007119,CUST0284,2023-02-18,2023-03-20,49133.19,49133.19,Paid
INV007020,CUST0041,2023-02-18,2023-03-20,56525.03,56525.03,Paid
INV007080,CUST0198,2023-02-18,2023-03-20,44006.76,44006.76,Paid
INV007044,CUST0109,2023-02-18,2023-03-20,38518.02,38518.02,Paid
INV007121,CUST0288,2023-02-18,2023-03-20,31806.36,31806.36,Paid
INV007030,CUST0081,2023-02-18,2023-03-20,46847.03,46847.03,Paid
INV007068,CUST0167,2023-02-18,2023-03-20,40151.79,40151.79,Paid
INV007031,CUST0082,2023-02-18,2023-03-20,30813.41,15803.2,Partially Paid
INV007061,CUST0151,2023-02-18,2023-03-20,36687.42,36687.42,Paid
INV007052,CUST0127,2023-02-18,2023-03-20,48502.22,48502.22,Paid
INV007124,CUST0296,2023-02-18,2023-03-20,56106.36,56106.36,Paid
INV007050,CUST0123,2023-02-18,2023-03-20,29342.16,29342.16,Paid
INV007014,CUST0026,2023-02-18,2023-03-20,43795.46,43795.46,Paid
INV007114,CUST0274,2023-02-18,2023-03-20,42501.75,42501.75,Paid
INV007117,CUST0280,2023-02-19,2023-03-21,54360.83,54360.83,Paid
INV007046,CUST0116,2023-02-19,2023-03-21,32472.32,32472.32,Paid
INV007112,CUST0270,2023-02-19,2023-03-21,42529.86,42529.86,Paid
INV007004,CUST0005,2023-02-19,2023-03-21,17474.65,17474.65,Paid
INV007007,CUST0008,2023-02-19,2023-03-21,17242.97,17242.97,Paid
INV007041,CUST0103,2023-02-19,2023-03-21,46080.48,46080.48,Paid
INV007059,CUST0142,2023-02-19,2023-03-21,54753.57,54753.57,Paid
INV007073,CUST0182,2023-02-19,2023-03-21,44063.76,44063.76,Paid
INV007113,CUST0273,2023-02-19,2023-03-21,26061.74,26061.74,Paid
INV007085,CUST0209,2023-02-19,2023-03-21,36915.56,36915.56,Paid
INV007087,CUST0212,2023-02-19,2023-03-21,18715.56,18715.56,Paid
INV007088,CUST0214,2023-02-19,2023-03-21,47381.05,47381.05,Paid
INV007107,CUST0259,2023-02-19,2023-03-21,33409.95,21143.55,Partially Paid
INV007079,CUST0196,2023-02-19,2023-03-21,22965.81,22965.81,Paid
INV007193,CUST0160,2023-02-20,2023-03-22,43131.45,43131.45,Paid
INV007167,CUST0099,2023-02-20,2023-03-22,59905.14,59905.14,Paid
INV007170,CUST0102,2023-02-20,2023-03-22,42642.07,42642.07,Paid
INV007184,CUST0133,2023-02-20,2023-03-22,12444.97,12444.97,Paid
INV007190,CUST0153,2023-02-20,2023-03-22,22787.58,22787.58,Paid
INV007165,CUST0097,2023-02-20,2023-03-22,30355.33,30355.33,Paid
INV007233,CUST0268,2023-02-20,2023-03-22,45655.8,45655.8,Paid
INV007211,CUST0211,2023-02-20,2023-03-22,35482.99,35482.99,Paid
INV007221,CUST0246,2023-02-20,2023-03-22,38592.28,38592.28,Paid
INV007230,CUST0263,2023-02-20,2023-03-22,46359.01,46359.01,Paid
INV007160,CUST0087,2023-02-20,2023-03-22,40092.24,40092.24,Paid
INV007242,CUST0282,2023-02-20,2023-03-22,38776.43,38776.43,Paid
INV007245,CUST0290,2023-02-20,2023-03-22,40186.43,40186.43,Paid
INV007210,CUST0208,2023-02-20,2023-03-22,45242.47,45242.47,Paid
INV007148,CUST0053,2023-02-20,2023-03-22,40833.3,40833.3,Paid
INV007200,CUST0182,2023-02-20,2023-03-22,36188.16,36188.16,Paid
INV007128,CUST0006,2023-02-20,2023-03-22,44656.97,44656.97,Paid
INV007137,CUST0029,2023-02-20,2023-03-22,44122.56,44122.56,Paid
INV007133,CUST0020,2023-02-21,2023-03-23,53566.46,53566.46,Paid
INV007206,CUST0195,2023-02-21,2023-03-23,52287.2,52287.2,Paid
INV007213,CUST0217,2023-02-21,2023-03-23,64953.1,64953.1,Paid
INV007217,CUST0233,2023-02-21,2023-03-23,64423.59,64423.59,Paid
INV007218,CUST0234,2023-02-21,2023-03-23,41423.6,41423.6,Paid
INV007220,CUST0244,2023-02-21,2023-03-23,44142.5,44142.5,Paid
INV007231,CUST0264,2023-02-21,2023-03-23,19122.65,15039.9,Partially Paid
INV007192,CUST0155,2023-02-21,2023-03-23,34160.26,34160.26,Paid
INV007156,CUST0072,2023-02-21,2023-03-23,38932.19,38932.19,Paid
INV007155,CUST0070,2023-02-21,2023-03-23,70253.5,70253.5,Paid
INV007214,CUST0222,2023-02-21,2023-03-23,25325.79,25325.79,Paid
INV007249,CUST0295,2023-02-21,2023-03-23,18555.57,18555.57,Paid
INV007144,CUST0041,2023-02-21,2023-03-23,58964.96,58964.96,Paid
INV007145,CUST0043,2023-02-21,2023-03-23,33578.02,33578.02,Paid
INV007253,CUST0305,2023-02-21,2023-03-23,39498.11,39498.11,Paid
INV007141,CUST0034,2023-02-21,2023-03-23,42275.15,42275.15,Paid
INV007248,CUST0294,2023-02-21,2023-03-23,61631.38,61631.38,Paid
INV007177,CUST0115,2023-02-21,2023-03-23,37479.36,37479.36,Paid
INV007246,CUST0291,2023-02-22,2023-03-24,17948.15,17948.15,Paid
INV007238,CUST0276,2023-02-22,2023-03-24,19701.15,19701.15,Paid
INV007207,CUST0199,2023-02-22,2023-03-24,51368.69,51368.69,Paid
INV007243,CUST0283,2023-02-22,2023-03-24,57840.15,57840.15,Paid
INV007205,CUST0193,2023-02-22,2023-03-24,32233.02,32233.02,Paid
INV007204,CUST0187,2023-02-22,2023-03-24,46114.22,46114.22,Paid
INV007127,CUST0003,2023-02-22,2023-03-24,52852.97,52852.97,Paid
INV007234,CUST0270,2023-02-22,2023-03-24,46214.57,46214.57,Paid
INV007197,CUST0169,2023-02-22,2023-03-24,34202.32,34202.32,Paid
INV007219,CUST0236,2023-02-22,2023-03-24,29431.83,29431.83,Paid
INV007241,CUST0280,2023-02-22,2023-03-24,49983.02,49983.02,Paid
INV007143,CUST0038,2023-02-22,2023-03-24,71537.18,71537.18,Paid
INV007139,CUST0031,2023-02-22,2023-03-24,23400.93,23400.93,Paid
INV007171,CUST0103,2023-02-22,2023-03-24,55494.61,55494.61,Paid
INV007152,CUST0065,2023-02-22,2023-03-24,45623.69,45623.69,Paid
INV007154,CUST0069,2023-02-22,2023-03-24,35936.96,35936.96,Paid
INV007138,CUST0030,2023-02-22,2023-03-24,29653.71,29653.71,Paid
INV007150,CUST0057,2023-02-22,2023-03-24,28931.4,28931.4,Paid
INV007140,CUST0032,2023-02-22,2023-03-24,29381.96,29381.96,Paid
INV007131,CUST0017,2023-02-23,2023-03-25,30935.7,30935.7,Paid
INV007237,CUST0275,2023-02-23,2023-03-25,18281.66,18281.66,Paid
INV007134,CUST0023,2023-02-23,2023-03-25,42088.75,42088.75,Paid
INV007189,CUST0151,2023-02-23,2023-03-25,30148.02,30148.02,Paid
INV007236,CUST0274,2023-02-23,2023-03-25,38363.68,38363.68,Paid
INV007161,CUST0090,2023-02-23,2023-03-25,35094.86,35094.86,Paid
INV007147,CUST0048,2023-02-23,2023-03-25,33167.97,33167.97,Paid
INV007183,CUST0127,2023-02-23,2023-03-25,43534.81,43534.81,Paid
INV007250,CUST0296,2023-02-23,2023-03-25,60417.03,60417.03,Paid
INV007181,CUST0122,2023-02-23,2023-03-25,24354.39,24354.39,Paid
INV007180,CUST0120,2023-02-23,2023-03-25,34035.19,29150.35,Partially Paid
INV007251,CUST0298,2023-02-23,2023-03-25,39619.32,39619.32,Paid
INV007178,CUST0116,2023-02-23,2023-03-25,32834.16,32834.16,Paid
INV007252,CUST0300,2023-02-23,2023-03-25,43480.63,43480.63,Paid
INV007130,CUST0016,2023-02-23,2023-03-25,48630.16,32220.73,Partially Paid
INV007186,CUST0141,2023-02-23,2023-03-25,36849.79,36849.79,Paid
INV007227,CUST0259,2023-02-23,2023-03-25,33876.05,33876.05,Paid
INV007209,CUST0204,2023-02-24,2023-03-26,31961.92,31961.92,Paid
INV007175,CUST0112,2023-02-24,2023-03-26,32382.55,32382.55,Paid
INV007158,CUST0085,2023-02-24,2023-03-26,40886.02,40886.02,Paid
INV007215,CUST0225,2023-02-24,2023-03-26,46435.18,46435.18,Paid
INV007232,CUST0266,2023-02-24,2023-03-26,39384.56,39384.56,Paid
INV007159,CUST0086,2023-02-24,2023-03-26,12646.58,12646.58,Paid
INV007212,CUST0216,2023-02-24,2023-03-26,31803.19,31803.19,Paid
INV007174,CUST0109,2023-02-24,2023-03-26,47488.06,47488.06,Paid
INV007199,CUST0172,2023-02-24,2023-03-26,42906.44,42906.44,Paid
INV007168,CUST0100,2023-02-24,2023-03-26,53615.93,53615.93,Paid
INV007247,CUST0293,2023-02-24,2023-03-26,49921.89,49921.89,Paid
INV007135,CUST0026,2023-02-24,2023-03-26,46766.22,46766.22,Paid
INV007166,CUST0098,2023-02-24,2023-03-26,37791.35,37791.35,Paid
