payment_id,invoice_id,customer_id,date,amount
PAY002739,INV002451,CUST0209,2022-06-01,50217.52
PAY002810,INV002513,CUST0100,2022-06-01,62218.91
PAY002675,INV002393,CUST0079,2022-06-02,37738.64
PAY002856,INV002554,CUST0201,2022-06-02,23232.87
PAY002854,INV002552,CUST0195,2022-06-02,57417.22
PAY002683,INV002401,CUST0092,2022-06-02,46500.39
PAY002744,INV002455,CUST0223,2022-06-02,57598.74
PAY002728,INV002440,CUST0191,2022-06-02,35053.87
PAY002691,INV002407,CUST0105,2022-06-02,62668.2
PAY002806,INV002509,CUST0087,2022-06-02,38288.27
PAY002751,INV002462,CUST0238,2022-06-02,20834.45
PAY002638,INV002362,CUST0009,2022-06-02,36784.23
PAY002875,INV002570,CUST0235,2022-06-02,41470.48
PAY002569,INV002297,CUST0126,2022-06-02,19244.78
PAY002329,INV002082,CUST0159,2022-06-02,28081.55
PAY002662,INV002381,CUST0044,2022-06-02,29366.77
PAY002505,INV002241,CUST0018,2022-06-02,32204.7
PAY002647,INV002369,CUST0023,2022-06-02,31067.43
PAY002529,INV002262,CUST0056,2022-06-02,27961.8
PAY002696,INV002411,CUST0112,2022-06-03,39019.46
PAY002698,INV002413,CUST0123,2022-06-03,33461.41
PAY002576,INV002303,CUST0141,2022-06-03,20435.14
PAY002750,INV002461,CUST0233,2022-06-03,62496.11
PAY002711,INV002425,CUST0161,2022-06-03,34127.73
PAY002737,INV002449,CUST0207,2022-06-03,24825.52
PAY002615,INV002340,CUST0210,2022-06-03,28160.92
PAY002719,INV002431,CUST0173,2022-06-03,50040.8
PAY002736,INV002448,CUST0206,2022-06-03,61517.32
PAY002732,INV002444,CUST0199,2022-06-03,47680.57
PAY002724,INV002436,CUST0184,2022-06-03,41718.32
PAY002715,INV002428,CUST0167,2022-06-03,33437.71
PAY002618,INV002342,CUST0213,2022-06-03,14201.5
PAY002635,INV002359,CUST0005,2022-06-03,10843.17
PAY002772,INV002477,CUST0020,2022-06-03,49659.36
PAY002657,INV002377,CUST0038,2022-06-03,75918.96
PAY002783,INV002487,CUST0043,2022-06-03,41927.25
PAY002769,INV002475,CUST0016,2022-06-03,49436.68
PAY002748,INV002459,CUST0230,2022-06-04,66832.71
PAY002867,INV002563,CUST0218,2022-06-04,41416.63
PAY002797,INV002501,CUST0071,2022-06-04,71864.03
PAY002793,INV002497,CUST0064,2022-06-04,54185.56
PAY002612,INV002338,CUST0207,2022-06-04,12360.26
PAY002865,INV002561,CUST0214,2022-06-04,56475.19
PAY002808,INV002511,CUST0093,2022-06-04,47990.78
PAY002682,INV002400,CUST0091,2022-06-04,51346.39
PAY002785,INV002489,CUST0049,2022-06-04,36825.44
PAY002414,INV002161,CUST0086,2022-06-04,6646.97
PAY002852,INV002550,CUST0193,2022-06-04,36332.19
PAY002727,INV002439,CUST0190,2022-06-04,25165.0
PAY002752,INV002463,CUST0241,2022-06-04,15228.18
PAY002824,INV002528,CUST0130,2022-06-04,46012.66
PAY002437,INV002179,CUST0133,2022-06-04,15311.09
PAY002702,INV002417,CUST0135,2022-06-04,24832.47
PAY002491,INV002230,CUST0250,2022-06-04,16827.29
PAY002819,INV002522,CUST0116,2022-06-04,38845.21
PAY002777,INV002481,CUST0029,2022-06-04,51004.46
PAY002768,INV002474,CUST0015,2022-06-05,37916.95
PAY002799,INV002503,CUST0073,2022-06-05,43687.24
PAY002767,INV002473,CUST0013,2022-06-05,37842.23
PAY002775,INV002479,CUST0026,2022-06-05,42405.55
PAY002741,INV002453,CUST0212,2022-06-05,7001.14
PAY002820,INV002523,CUST0117,2022-06-05,45358.27
PAY002809,INV002512,CUST0098,2022-06-05,51290.16
PAY002384,INV002133,CUST0018,2022-06-05,14118.7
PAY002781,INV002485,CUST0038,2022-06-05,71845.83
PAY002812,INV002515,CUST0102,2022-06-05,46369.16
PAY002817,INV002520,CUST0109,2022-06-05,51461.99
PAY002666,INV002384,CUST0050,2022-06-05,23376.78
PAY002139,INV001906,CUST0059,2022-06-05,6834.58
PAY002144,INV001911,CUST0068,2022-06-05,25554.98
PAY002665,INV002383,CUST0048,2022-06-05,40839.72
PAY002870,INV002566,CUST0227,2022-06-05,53600.53
PAY002879,INV002573,CUST0241,2022-06-05,15606.15
PAY002632,INV002356,CUST0001,2022-06-05,46052.03
PAY002861,INV002558,CUST0209,2022-06-05,31167.49
PAY002639,INV002363,CUST0011,2022-06-05,19092.73
PAY002718,INV002430,CUST0172,2022-06-05,28258.84
PAY002634,INV002358,CUST0004,2022-06-06,23801.95
PAY002822,INV002526,CUST0126,2022-06-06,40359.42
PAY002877,INV002572,CUST0240,2022-06-06,14486.65
PAY002654,INV002375,CUST0035,2022-06-06,18574.87
PAY002860,INV002557,CUST0205,2022-06-06,67271.25
PAY002827,INV002530,CUST0134,2022-06-06,21852.52
PAY002811,INV002514,CUST0101,2022-06-06,29740.56
PAY002871,INV002567,CUST0228,2022-06-06,77949.42
PAY002790,INV002494,CUST0058,2022-06-06,46628.27
PAY002815,INV002518,CUST0106,2022-06-06,40971.34
PAY002248,INV002006,CUST0245,2022-06-06,13132.53
PAY002802,INV002506,CUST0081,2022-06-06,40234.77
PAY002565,INV002294,CUST0119,2022-06-06,12617.89
PAY002851,INV002549,CUST0192,2022-06-06,22588.24
PAY002375,INV002125,CUST0004,2022-06-06,15909.5
PAY002541,INV002272,CUST0077,2022-06-06,11406.54
PAY002849,INV002548,CUST0186,2022-06-06,14797.83
PAY002406,INV002153,CUST0068,2022-06-06,27906.43
PAY002853,INV002551,CUST0194,2022-06-07,30614.5
PAY002661,INV002380,CUST0043,2022-06-07,21592.22
PAY002668,INV002386,CUST0055,2022-06-07,44973.79
PAY002780,INV002484,CUST0036,2022-06-07,45375.22
PAY002648,INV002370,CUST0025,2022-06-07,3845.21
PAY002695,INV002410,CUST0111,2022-06-07,23228.26
PAY002840,INV002540,CUST0157,2022-06-07,41109.7
PAY002580,INV002306,CUST0146,2022-06-07,6408.39
PAY002776,INV002480,CUST0028,2022-06-07,37251.68
PAY002839,INV002539,CUST0155,2022-06-07,42769.12
PAY002882,INV002575,CUST0246,2022-06-07,43778.94
PAY002855,INV002553,CUST0200,2022-06-07,46953.08
PAY002886,INV002579,CUST0253,2022-06-07,48273.96
PAY002643,INV002366,CUST0018,2022-06-08,40417.22
PAY002604,INV002330,CUST0197,2022-06-08,39031.0
PAY002932,INV002623,CUST0081,2022-06-08,48727.36
PAY002869,INV002565,CUST0224,2022-06-08,28292.56
PAY002792,INV002496,CUST0061,2022-06-08,41792.85
PAY002848,INV002547,CUST0185,2022-06-08,56554.75
PAY002884,INV002577,CUST0249,2022-06-08,39038.18
PAY002842,INV002542,CUST0168,2022-06-08,39020.93
PAY002872,INV002568,CUST0229,2022-06-08,30795.29
PAY002864,INV002560,CUST0213,2022-06-08,37397.96
PAY002821,INV002525,CUST0121,2022-06-08,34679.35
PAY002645,INV002368,CUST0022,2022-06-08,33470.24
PAY002833,INV002534,CUST0149,2022-06-08,42788.8
PAY002832,INV002533,CUST0147,2022-06-08,39708.54
PAY002805,INV002508,CUST0084,2022-06-09,65603.75
PAY002987,INV002671,CUST0185,2022-06-09,45985.38
PAY002857,INV002554,CUST0201,2022-06-09,41019.86
PAY002796,INV002500,CUST0069,2022-06-09,38213.46
PAY002794,INV002498,CUST0066,2022-06-09,37995.81
PAY002778,INV002482,CUST0030,2022-06-09,35810.92
PAY002813,INV002516,CUST0103,2022-06-09,61782.35
PAY002787,INV002491,CUST0054,2022-06-09,47614.83
PAY002885,INV002578,CUST0252,2022-06-09,56230.27
PAY002834,INV002535,CUST0151,2022-06-09,33735.19
PAY002837,INV002538,CUST0154,2022-06-09,22524.99
PAY003021,INV002700,CUST0255,2022-06-09,41003.13
PAY002803,INV002507,CUST0083,2022-06-09,19900.32
PAY002980,INV002664,CUST0169,2022-06-10,32712.59
PAY002903,INV002596,CUST0026,2022-06-10,45581.75
PAY002816,INV002519,CUST0108,2022-06-10,70246.56
PAY002910,INV002603,CUST0038,2022-06-10,83531.2
PAY002807,INV002510,CUST0092,2022-06-10,48889.75
PAY002982,INV002666,CUST0172,2022-06-10,44006.42
PAY003018,INV002697,CUST0249,2022-06-10,40657.42
PAY002770,INV002476,CUST0018,2022-06-10,14418.95
PAY002451,INV002193,CUST0163,2022-06-10,26454.54
PAY002738,INV002450,CUST0208,2022-06-10,42944.08
PAY002710,INV002424,CUST0160,2022-06-10,47364.33
PAY002789,INV002493,CUST0056,2022-06-10,42433.42
PAY002779,INV002483,CUST0032,2022-06-10,36830.0
PAY002684,INV002402,CUST0095,2022-06-10,21833.39
PAY002636,INV002359,CUST0005,2022-06-10,8256.61
PAY002954,INV002642,CUST0120,2022-06-11,38354.36
PAY002997,INV002680,CUST0209,2022-06-11,24988.25
PAY002708,INV002422,CUST0152,2022-06-11,24657.03
PAY002858,INV002555,CUST0203,2022-06-11,15452.76
PAY003001,INV002683,CUST0216,2022-06-11,11256.15
PAY002868,INV002564,CUST0220,2022-06-11,46525.65
PAY002630,INV002354,CUST0243,2022-06-11,27813.4
PAY002935,INV002625,CUST0085,2022-06-11,43861.9
PAY002613,INV002338,CUST0207,2022-06-11,11583.25
PAY003005,INV002685,CUST0220,2022-06-11,46619.14
PAY002461,INV002203,CUST0189,2022-06-11,9895.56
PAY003007,INV002687,CUST0224,2022-06-11,22725.01
PAY002904,INV002597,CUST0029,2022-06-11,51942.82
PAY002415,INV002161,CUST0086,2022-06-11,5246.21
PAY002911,INV002604,CUST0040,2022-06-11,47411.08
PAY002753,INV002463,CUST0241,2022-06-11,31431.48
PAY002992,INV002675,CUST0200,2022-06-11,44629.54
PAY002914,INV002607,CUST0044,2022-06-11,27865.59
PAY002971,INV002658,CUST0155,2022-06-11,34664.14
PAY002782,INV002486,CUST0041,2022-06-11,60947.51
PAY002825,INV002529,CUST0133,2022-06-11,7962.22
PAY002959,INV002646,CUST0130,2022-06-12,61647.92
PAY002947,INV002636,CUST0105,2022-06-12,59163.62
PAY002862,INV002558,CUST0209,2022-06-12,17370.44
PAY002880,INV002573,CUST0241,2022-06-12,25326.95
PAY003008,INV002688,CUST0225,2022-06-12,50943.92
PAY002823,INV002527,CUST0129,2022-06-12,47008.38
PAY002766,INV002472,CUST0010,2022-06-12,28331.31
PAY002943,INV002632,CUST0098,2022-06-12,57490.66
PAY002847,INV002546,CUST0181,2022-06-12,56775.45
PAY002764,INV002471,CUST0008,2022-06-12,7889.9
PAY002942,INV002631,CUST0096,2022-06-12,41270.46
PAY002945,INV002634,CUST0103,2022-06-12,58746.79
PAY002742,INV002453,CUST0212,2022-06-12,9803.05
PAY003003,INV002684,CUST0217,2022-06-12,31266.82
PAY002798,INV002502,CUST0072,2022-06-12,46515.69
PAY003019,INV002698,CUST0252,2022-06-12,57544.24
PAY002640,INV002363,CUST0011,2022-06-12,15401.57
PAY002939,INV002629,CUST0094,2022-06-12,14110.2
PAY002773,INV002478,CUST0021,2022-06-12,8151.81
PAY002976,INV002661,CUST0161,2022-06-13,32126.99
PAY002674,INV002392,CUST0074,2022-06-13,6750.11
PAY002814,INV002517,CUST0104,2022-06-13,23129.66
PAY002944,INV002633,CUST0102,2022-06-13,48107.94
PAY002788,INV002492,CUST0055,2022-06-13,43615.47
PAY002878,INV002572,CUST0240,2022-06-13,24361.88
PAY002984,INV002668,CUST0175,2022-06-13,35086.46
PAY002828,INV002530,CUST0134,2022-06-13,25748.23
PAY002655,INV002375,CUST0035,2022-06-13,8457.51
PAY002950,INV002639,CUST0116,2022-06-13,36114.0
PAY002913,INV002606,CUST0043,2022-06-13,39986.21
PAY002967,INV002654,CUST0151,2022-06-13,36864.01
PAY002757,INV002467,CUST0248,2022-06-13,5346.93
PAY002994,INV002677,CUST0203,2022-06-13,16515.31
PAY003014,INV002694,CUST0241,2022-06-13,35955.54
PAY002841,INV002541,CUST0160,2022-06-13,47559.81
PAY002850,INV002548,CUST0186,2022-06-13,24719.09
PAY002891,INV002584,CUST0006,2022-06-13,41098.12
PAY003011,INV002691,CUST0232,2022-06-13,38409.66
PAY002898,INV002591,CUST0016,2022-06-14,54368.97
PAY003047,INV002723,CUST0053,2022-06-14,20826.24
PAY002901,INV002595,CUST0025,2022-06-14,3373.92
PAY002786,INV002490,CUST0051,2022-06-14,23447.58
PAY002888,INV002581,CUST0003,2022-06-14,53090.75
PAY003009,INV002689,CUST0228,2022-06-14,73139.61
PAY002920,INV002612,CUST0053,2022-06-14,41222.04
PAY003020,INV002699,CUST0254,2022-06-14,47066.02
PAY002801,INV002505,CUST0077,2022-06-14,25637.14
PAY002912,INV002605,CUST0042,2022-06-14,63032.08
PAY003073,INV002743,CUST0083,2022-06-14,42275.2
PAY002883,INV002576,CUST0247,2022-06-14,11885.62
PAY002859,INV002556,CUST0204,2022-06-14,34268.45
PAY002938,INV002628,CUST0090,2022-06-14,37307.27
PAY002649,INV002370,CUST0025,2022-06-14,3204.19
PAY002986,INV002670,CUST0183,2022-06-14,50554.91
PAY002999,INV002681,CUST0211,2022-06-14,36534.99
PAY002961,INV002648,CUST0135,2022-06-14,25481.66
PAY002440,INV002182,CUST0139,2022-06-14,35535.58
PAY002991,INV002674,CUST0198,2022-06-14,33914.32
PAY002958,INV002645,CUST0128,2022-06-14,34736.06
PAY002831,INV002532,CUST0143,2022-06-15,38150.17
PAY002965,INV002652,CUST0147,2022-06-15,40827.61
PAY002915,INV002608,CUST0046,2022-06-15,49903.08
PAY002964,INV002650,CUST0141,2022-06-15,36481.64
PAY002835,INV002536,CUST0152,2022-06-15,26948.73
PAY002922,INV002614,CUST0057,2022-06-15,36651.75
PAY003012,INV002692,CUST0233,2022-06-15,67521.68
PAY002900,INV002594,CUST0023,2022-06-15,49992.91
PAY002995,INV002678,CUST0205,2022-06-15,74461.72
PAY002996,INV002679,CUST0206,2022-06-15,54646.36
PAY002896,INV002589,CUST0013,2022-06-15,34614.11
PAY002970,INV002657,CUST0154,2022-06-15,42882.94
PAY002929,INV002620,CUST0073,2022-06-15,35795.34
PAY003067,INV002737,CUST0073,2022-06-15,37354.27
PAY002979,INV002663,CUST0167,2022-06-15,36701.34
PAY003090,INV002760,CUST0112,2022-06-15,41505.69
PAY002663,INV002382,CUST0045,2022-06-15,5621.24
PAY003075,INV002745,CUST0085,2022-06-15,40818.54
PAY002937,INV002627,CUST0087,2022-06-15,40592.81
PAY002829,INV002531,CUST0141,2022-06-15,15360.43
PAY002960,INV002647,CUST0134,2022-06-16,46014.56
PAY002452,INV002194,CUST0164,2022-06-16,18894.51
PAY002993,INV002676,CUST0201,2022-06-16,59991.06
PAY003000,INV002682,CUST0214,2022-06-16,45714.7
PAY002804,INV002507,CUST0083,2022-06-16,21053.96
PAY002909,INV002602,CUST0036,2022-06-16,24314.57
PAY003160,INV002824,CUST0241,2022-06-16,29381.57
PAY002759,INV002468,CUST0251,2022-06-16,8365.45
PAY002755,INV002465,CUST0246,2022-06-16,24625.85
PAY002838,INV002538,CUST0154,2022-06-16,13105.77
PAY002846,INV002545,CUST0178,2022-06-16,17661.91
PAY002703,INV002418,CUST0139,2022-06-16,14737.37
PAY003118,INV002787,CUST0169,2022-06-16,36736.64
PAY002679,INV002397,CUST0086,2022-06-16,14564.27
PAY003078,INV002748,CUST0091,2022-06-16,42506.33
PAY002873,INV002569,CUST0231,2022-06-16,7392.55
PAY002876,INV002571,CUST0236,2022-06-16,27388.46
PAY002619,INV002343,CUST0215,2022-06-16,18810.75
PAY002572,INV002300,CUST0132,2022-06-16,23201.72
PAY002893,INV002586,CUST0010,2022-06-16,31266.48
PAY002981,INV002665,CUST0170,2022-06-16,35739.87
PAY003028,INV002706,CUST0016,2022-06-16,50528.94
PAY002897,INV002590,CUST0015,2022-06-16,34498.53
PAY002949,INV002638,CUST0111,2022-06-17,41765.3
PAY002907,INV002600,CUST0034,2022-06-17,39739.32
PAY002957,INV002644,CUST0126,2022-06-17,44204.48
PAY003123,INV002791,CUST0173,2022-06-17,51541.89
PAY002712,INV002426,CUST0162,2022-06-17,5046.27
PAY003023,INV002702,CUST0006,2022-06-17,47184.03
PAY002923,INV002615,CUST0061,2022-06-17,38120.22
PAY002906,INV002599,CUST0033,2022-06-17,41406.65
PAY003013,INV002693,CUST0239,2022-06-17,29918.31
PAY002685,INV002402,CUST0095,2022-06-17,44078.44
PAY002762,INV002470,CUST0002,2022-06-17,16549.26
PAY003167,INV002830,CUST0253,2022-06-17,49782.05
PAY003006,INV002686,CUST0223,2022-06-17,48994.73
PAY002771,INV002476,CUST0018,2022-06-17,19855.93
PAY003087,INV002757,CUST0105,2022-06-17,72540.48
PAY002843,INV002543,CUST0171,2022-06-17,11372.17
PAY003010,INV002690,CUST0231,2022-06-17,19246.26
PAY003153,INV002817,CUST0228,2022-06-18,76700.02
PAY003152,INV002816,CUST0227,2022-06-18,43053.28
PAY003156,INV002820,CUST0231,2022-06-18,21622.26
PAY002836,INV002537,CUST0153,2022-06-18,25844.09
PAY002985,INV002669,CUST0178,2022-06-18,13652.13
PAY002917,INV002610,CUST0049,2022-06-18,19785.25
PAY002826,INV002529,CUST0133,2022-06-18,7288.66
PAY002972,INV002659,CUST0156,2022-06-18,11303.49
PAY003157,INV002821,CUST0234,2022-06-18,38132.38
PAY003149,INV002814,CUST0224,2022-06-18,9466.05
PAY003037,INV002714,CUST0029,2022-06-18,50616.03
PAY003131,INV002799,CUST0193,2022-06-18,17331.13
PAY002887,INV002580,CUST0002,2022-06-18,26582.6
PAY003064,INV002735,CUST0069,2022-06-18,20486.91
PAY002628,INV002352,CUST0237,2022-06-18,33120.66
PAY003147,INV002812,CUST0220,2022-06-18,43789.71
PAY003002,INV002683,CUST0216,2022-06-18,13248.44
PAY003040,INV002717,CUST0038,2022-06-18,64698.58
PAY003119,INV002788,CUST0170,2022-06-18,17085.21
PAY002998,INV002680,CUST0209,2022-06-18,17034.06
PAY003110,INV002779,CUST0157,2022-06-18,39476.42
PAY003101,INV002770,CUST0131,2022-06-19,30191.08
PAY002989,INV002673,CUST0196,2022-06-19,11572.3
PAY003155,INV002819,CUST0230,2022-06-19,62008.89
PAY003042,INV002719,CUST0042,2022-06-19,24538.43
PAY002988,INV002672,CUST0186,2022-06-19,39986.67
PAY003074,INV002744,CUST0084,2022-06-19,59774.09
PAY003004,INV002684,CUST0217,2022-06-19,44252.77
PAY003060,INV002732,CUST0065,2022-06-19,52226.84
PAY003166,INV002829,CUST0252,2022-06-19,53352.15
PAY003122,INV002790,CUST0172,2022-06-19,48144.36
PAY003069,INV002739,CUST0077,2022-06-19,17902.07
PAY003036,INV002713,CUST0028,2022-06-19,28461.87
PAY002928,INV002619,CUST0071,2022-06-19,61164.61
PAY002931,INV002622,CUST0079,2022-06-19,41949.74
PAY002899,INV002592,CUST0018,2022-06-19,25368.07
PAY002905,INV002598,CUST0031,2022-06-19,25856.18
PAY002924,INV002616,CUST0063,2022-06-19,27691.02
PAY002940,INV002629,CUST0094,2022-06-19,32648.3
PAY002892,INV002585,CUST0008,2022-06-19,23071.77
PAY002774,INV002478,CUST0021,2022-06-19,12034.72
PAY002941,INV002630,CUST0095,2022-06-19,60795.41
PAY002983,INV002667,CUST0173,2022-06-19,45529.97
PAY002930,INV002621,CUST0078,2022-06-19,13144.8
PAY002765,INV002471,CUST0008,2022-06-19,9499.86
PAY003015,INV002695,CUST0246,2022-06-20,24401.36
PAY003138,INV002804,CUST0200,2022-06-20,44151.16
PAY002919,INV002611,CUST0051,2022-06-20,25561.9
PAY003137,INV002803,CUST0199,2022-06-20,54367.33
PAY003126,INV002794,CUST0183,2022-06-20,49376.45
PAY003024,INV002703,CUST0007,2022-06-20,51983.65
PAY003077,INV002747,CUST0089,2022-06-20,59593.6
PAY003091,INV002761,CUST0113,2022-06-20,32587.51
PAY003053,INV002727,CUST0058,2022-06-20,30761.95
PAY003034,INV002711,CUST0023,2022-06-20,43774.13
PAY003096,INV002766,CUST0120,2022-06-20,35925.9
PAY003046,INV002722,CUST0051,2022-06-20,22989.45
PAY002506,INV002242,CUST0019,2022-06-20,16017.6
PAY003088,INV002758,CUST0106,2022-06-20,41441.28
PAY003045,INV002721,CUST0049,2022-06-20,37738.73
PAY003066,INV002736,CUST0071,2022-06-20,62247.56
PAY003266,INV002917,CUST0183,2022-06-20,51735.6
PAY002952,INV002641,CUST0119,2022-06-20,16554.79
PAY003080,INV002750,CUST0094,2022-06-20,45762.97
PAY003148,INV002813,CUST0223,2022-06-20,41719.95
PAY002894,INV002587,CUST0011,2022-06-20,27543.54
PAY002758,INV002467,CUST0248,2022-06-20,12054.49
PAY002968,INV002655,CUST0152,2022-06-20,26791.65
PAY003082,INV002752,CUST0098,2022-06-20,49746.03
PAY003048,INV002723,CUST0053,2022-06-21,27081.78
PAY002536,INV002268,CUST0070,2022-06-21,78428.87
PAY003099,INV002768,CUST0129,2022-06-21,46919.07
PAY003168,INV002831,CUST0254,2022-06-21,41098.58
PAY003304,INV002950,CUST0249,2022-06-21,42487.34
PAY002890,INV002583,CUST0005,2022-06-21,21817.37
PAY002902,INV002595,CUST0025,2022-06-21,2827.94
PAY003031,INV002709,CUST0020,2022-06-21,52842.16
PAY002689,INV002406,CUST0104,2022-06-21,9838.19
PAY003070,INV002740,CUST0079,2022-06-21,40721.37
PAY003144,INV002809,CUST0214,2022-06-21,48796.32
PAY003027,INV002705,CUST0015,2022-06-21,30788.98
PAY003159,INV002823,CUST0238,2022-06-21,22846.26
PAY003085,INV002755,CUST0102,2022-06-21,47109.78
PAY003084,INV002754,CUST0101,2022-06-21,57919.51
PAY003151,INV002815,CUST0225,2022-06-21,41061.61
PAY003081,INV002751,CUST0096,2022-06-21,42112.05
PAY003239,INV002894,CUST0127,2022-06-21,54534.46
PAY003093,INV002763,CUST0117,2022-06-21,43822.2
PAY003140,INV002806,CUST0205,2022-06-21,26458.63
PAY002664,INV002382,CUST0045,2022-06-22,6549.07
PAY003052,INV002726,CUST0057,2022-06-22,35534.65
PAY003086,INV002756,CUST0103,2022-06-22,55831.55
PAY003083,INV002753,CUST0099,2022-06-22,55484.89
PAY003242,INV002897,CUST0131,2022-06-22,28583.36
PAY003071,INV002741,CUST0080,2022-06-22,56758.95
PAY002908,INV002601,CUST0035,2022-06-22,27425.93
PAY003039,INV002716,CUST0032,2022-06-22,28478.92
PAY003108,INV002777,CUST0155,2022-06-22,39528.35
PAY003116,INV002785,CUST0166,2022-06-22,41922.75
PAY002974,INV002660,CUST0160,2022-06-22,22942.25
PAY002791,INV002495,CUST0060,2022-06-22,57207.83
PAY003125,INV002793,CUST0177,2022-06-22,54051.59
PAY002962,INV002649,CUST0137,2022-06-22,12393.93
PAY002830,INV002531,CUST0141,2022-06-22,19556.17
PAY003142,INV002807,CUST0206,2022-06-22,53137.41
PAY002933,INV002624,CUST0082,2022-06-22,12041.35
PAY003106,INV002775,CUST0151,2022-06-23,36694.61
PAY003224,INV002881,CUST0101,2022-06-23,47508.78
PAY003164,INV002827,CUST0244,2022-06-23,48231.25
PAY003161,INV002824,CUST0241,2022-06-23,16397.33
PAY002760,INV002468,CUST0251,2022-06-23,5916.71
PAY002756,INV002465,CUST0246,2022-06-23,12625.93
PAY003139,INV002805,CUST0204,2022-06-23,36274.39
PAY003134,INV002801,CUST0195,2022-06-23,58107.88
PAY003233,INV002889,CUST0115,2022-06-23,29787.42
PAY003128,INV002796,CUST0187,2022-06-23,48754.82
PAY003127,INV002795,CUST0184,2022-06-23,45811.89
PAY003124,INV002792,CUST0174,2022-06-23,54501.48
PAY002709,INV002423,CUST0159,2022-06-23,30665.48
PAY002704,INV002418,CUST0139,2022-06-23,15927.9
PAY002701,INV002416,CUST0133,2022-06-23,14195.56
PAY003105,INV002774,CUST0149,2022-06-23,49936.24
PAY002874,INV002569,CUST0231,2022-06-23,15524.62
PAY003100,INV002769,CUST0130,2022-06-23,46785.36
PAY003265,INV002916,CUST0181,2022-06-23,60713.24
PAY003038,INV002715,CUST0030,2022-06-23,36966.97
PAY002955,INV002643,CUST0124,2022-06-23,12641.46
PAY003035,INV002712,CUST0026,2022-06-23,49666.19
PAY003251,INV002903,CUST0147,2022-06-23,34273.69
PAY002895,INV002588,CUST0012,2022-06-23,14720.88
PAY003025,INV002704,CUST0008,2022-06-23,11763.36
PAY003278,INV002928,CUST0200,2022-06-23,14384.78
PAY003256,INV002908,CUST0155,2022-06-23,34275.67
PAY003130,INV002798,CUST0192,2022-06-24,26582.44
PAY003252,INV002904,CUST0149,2022-06-24,37441.15
PAY002713,INV002426,CUST0162,2022-06-24,7483.76
PAY003291,INV002939,CUST0225,2022-06-24,44657.47
PAY002714,INV002427,CUST0165,2022-06-24,28030.53
PAY002763,INV002470,CUST0002,2022-06-24,17623.87
PAY003158,INV002822,CUST0235,2022-06-24,45784.99
PAY003272,INV002923,CUST0195,2022-06-24,58675.97
PAY003113,INV002782,CUST0161,2022-06-24,30809.68
PAY003307,INV002953,CUST0255,2022-06-24,37118.54
PAY002969,INV002656,CUST0153,2022-06-24,28931.66
PAY002844,INV002543,CUST0171,2022-06-24,6295.67
PAY003146,INV002811,CUST0218,2022-06-24,42243.58
PAY003022,INV002701,CUST0003,2022-06-24,54486.83
PAY003174,INV002836,CUST0006,2022-06-24,36174.31
PAY002921,INV002613,CUST0055,2022-06-24,44451.59
PAY003208,INV002867,CUST0067,2022-06-24,31499.52
PAY003241,INV002896,CUST0129,2022-06-24,40550.68
PAY003056,INV002729,CUST0061,2022-06-24,15738.12
PAY003089,INV002759,CUST0111,2022-06-24,47970.62
PAY003187,INV002848,CUST0023,2022-06-24,46099.28
PAY003059,INV002731,CUST0064,2022-06-24,40268.23
PAY002866,INV002562,CUST0215,2022-06-25,18293.43
PAY003287,INV002935,CUST0211,2022-06-25,31748.86
PAY003032,INV002710,CUST0021,2022-06-25,11971.23
PAY003120,INV002788,CUST0170,2022-06-25,17337.74
PAY003065,INV002735,CUST0069,2022-06-25,19778.81
PAY002966,INV002653,CUST0148,2022-06-25,29944.8
PAY003079,INV002749,CUST0093,2022-06-25,45154.22
PAY003132,INV002799,CUST0193,2022-06-25,21435.97
PAY003072,INV002742,CUST0081,2022-06-25,44550.57
PAY002973,INV002659,CUST0156,2022-06-25,23939.32
PAY003150,INV002814,CUST0224,2022-06-25,14983.18
PAY003041,INV002718,CUST0041,2022-06-25,72469.49
PAY003076,INV002746,CUST0087,2022-06-25,39277.39
PAY003297,INV002945,CUST0240,2022-06-25,37280.94
PAY002918,INV002610,CUST0049,2022-06-25,24266.82
PAY003250,INV002902,CUST0142,2022-06-25,70513.91
PAY003227,INV002884,CUST0108,2022-06-25,75076.95
PAY002946,INV002635,CUST0104,2022-06-26,13434.28
PAY003214,INV002872,CUST0075,2022-06-26,26242.38
PAY003292,INV002940,CUST0227,2022-06-26,44254.69
PAY002977,INV002662,CUST0163,2022-06-26,8417.45
PAY003154,INV002818,CUST0229,2022-06-26,28880.34
PAY003226,INV002883,CUST0105,2022-06-26,63171.94
PAY003207,INV002866,CUST0065,2022-06-26,48906.52
PAY003206,INV002865,CUST0058,2022-06-26,41137.24
PAY003198,INV002857,CUST0040,2022-06-26,44175.56
PAY002990,INV002673,CUST0196,2022-06-26,12117.8
PAY003195,INV002854,CUST0032,2022-06-26,33795.97
PAY003223,INV002880,CUST0100,2022-06-26,51162.66
PAY003186,INV002847,CUST0022,2022-06-26,33922.6
PAY003175,INV002837,CUST0007,2022-06-26,18571.3
PAY003179,INV002840,CUST0010,2022-06-26,29167.79
PAY003271,INV002922,CUST0193,2022-06-26,35732.34
PAY002889,INV002582,CUST0004,2022-06-26,27793.79
PAY003218,INV002875,CUST0084,2022-06-26,60842.24
PAY003104,INV002773,CUST0144,2022-06-26,15095.72
PAY002800,INV002504,CUST0074,2022-06-26,9688.32
